text,label
"This article is extremely sad for the State of Louisiana. Not only has the state been ravaged by floods leading to the damage of both homes and businesses, but now the economy is being further devastated by the exodus of individuals and population erosion from pre-Katrina years. The state needs an injection of capital to help individuals and small businesses get their feet back underneath them, and providing the foundation of the local economies to not only sustain themselves and thrive.",1
I am one for not giving your potential mate any reasonable doubt. For example if Tanaka (Mariah Carey's backup dancer) made her fiance uncomfortable he should have been axed in the beginning of the relationship. I also do not think it supports security all the time either. I think that if you  value that mate there should definitely be sacrifices made in regards with relationships.,1
"Well, I totally understand the people to make a deliberate choice of not having children. It is such physically and emotionally charged task. I would say it is impossible to do it right. Infants, middle schoolers, high schoolers… It is not easy for kids to be kids, to depend on parents who are also struggle with their problems and issues. The issues of communication, balancing, keeping priorities are especially importance in the relationships with your middle school children: it is critical time to form your lifelong relationship with them and, probably, it is one of the most challenging period.",1
This is just one of the negative consequences of long term war in a region.  The hospitals in Yemen have been devastated by war and no diseases are starting to spread among the population with no way to control them without outside help.  I hope the people of Yemen will be able to find humanitarian aid soon to help them control the spread of disease.,1
the war on terror that began with the initial war of America on Afghanistan for the purpose of eliminating Talibaan and restoring order and democracy there but this war has continue for quite some time and has turned the country in ruined . i think its about time we leave that country for good and let them live there life,1
"I feel so sorry for these people trying to flee their current situation.  These crossings need to be safer for these people.  All of these people drown and for what?  A chance at freedom, a chance to get away from what they fear, and I feel like these people need to be helped and find a way to get them across safely.",1
"This is really sad!  I would think there would be a way to stop this from happening.  Everyone knows this is being done, so why couldn't they stop it.  The human traffiking is a sad thing and to have them all dying try to get to another place is sad.There must be some kind of policing that could be done wherever the people are boarding these boats.",1
"It saddens me to think about a young rino passing away. I can not help but question the circumstances surrounding its death. My heart goes out to the person who worked hard to try to save its life and is grieving over the loss of that hard battle. As a wildlife rehabilitator I know the struggle all too well. I understand how it feels to forgo sleep and food because you are working to save an animal. It is painful. But if you can save even one, it will make it all worth it in the end.",1
i and my friend always remain together. he has done a lot of help for me. he has been very hard for some time to help me with money. but he did not expect me anything.he is one of my family. he has great affection for me.he and i have come together in the school season.from that day he and i were not separated.,1
"We should cherish all the works that the police force offers to us each and every day. While we sleep at night, police officers patrol up and down our streets and neighborhoods making sure that we are safe and sound. We may fear police officers when we see them but fear not because they serve the country as our law and enforcement.",1
"I think issues like basic income, universal healthcare, and right to assisted dying are way more important. My interest in being fit or healthy is the reduction of painful symptoms. When I eat sugar, carbs, and enriched flour foods, my legs hurt, my back hurts, my stomach digestion goes very bad, and I get heartburn. For me, it's not so much about being fat or not, it's about reducing pain.",1
it's dissapointing that in this day and age that homosexuality is still illegal in different countries. I would think that it would be past that and that people would just get over it. It took forever for America to recognize gay marriage so I guess it's not surprising that Uganda hasn't yet. But I still think that it's a breach of human rights and it's moraly wrong,1
"I had no idea Shannen Doherty was going through breast cancer. It is such a tough situation to experience. Cancer really does humble the soul into new places that one never thought possible to emerge stronger from feeling. It sounds like she faced it with a mask of strength at first. After time, the real emotions came through where she realized the strength was not in being stoic but admitting how tough it really is to experience. It is through supposed weakness that we become stronger.",1
"Being able to get out of contracts for timeshares sounds like quite a nightmare. Not being able to get out of such a contract, ESPECIALLY if you've fallen ill is quite possibly the worst case scenario. Furthermore, not being able to afford travel insurance because of it is a terrible time, especially after they have been fighting their contract for a number of years now.",1
Friends and family - we need to pray for those people in Taiwan.  They have just been hit by yet antoher hurricane.  This has left their country in quite the run down state.  People are heavily effected in this country and need our thoughts and prayers.  We also need to pray for China due to the hurricane heading there next.,1
"The story about what is going on currently in Venezuela is devastating. It is almost haunting and definitely disturbing. The economic crisis that is happening there is not only affecting people, but also the animals that live there. Especially in the zoos. We don't often let how a crisis in countries can affect animals cross our minds, we typically only think of the people. Not only is directly affecting the animals in the way that they are being fed diets that are drastically different from they should be consuming, but the people there are having to hunt animals that we would not typically deem acceptable. Such as cats, and dogs, and even going as far as to steal horses from racetracks simply to eat them, or to feed them to animals at the local zoos. Many animals have suffered for weeks.",1
"When is the world going to realize that they need to start charging bullies with murder when kids kill themselves? Seriously, if you torture someone emotionally, how is that different from doing it physically? It's not. You're doing an insane amount of damage to someone's psyche, enough for them to commit suicide. Prosecute the kids bullying as adults, and start punishing these kids harshly enough to deter them from doing it ever again. Any adults aware and ignoring it? Charge them as accomplices to murder.",1
"It's amazing how much destruction two large warring nations can do to such a smaller nation. The Middle East was never in a position of power, they have been fighting for a millenia, but the destruction is much greater now, there has never been weaponry so large and crushing to such a small state nation. It's unbelievable that an entire generation of culture will be separated from their families and can only take what they have learned so far.",1
"I don't know how they do it. They get abused in their own country, then abused by orgs that are supposed to help. I simply don't know why they would want to live. They are very strong. No org HAS to help them but if they sign up to help- then help. I think some are doing the best they can to help. However- more has to be done- Animals can't be left this way, so why can people?",1
What I learned about this situation was that sometimes life is not fair. Seeing this boy trapped in a place for 4 days is terrible. His poor body tried to survive and grab on for dear life but children are not exempt from this life. To think about that kid in that positiion makes me sad. His family is the one that suffers unfortunately.,1
The results of the fire could have been worse. I'm just glad nobody died.  Stuff can always be replaced.  Burns are the worst since they're so painful.  Hopefully these people have some family they can stay with until they're able to find a new housing situation. That's great that the firemen were able to get the fire under control so quickly.,1
"Hey, this article really shows how people can be compassionate in even the hardest places to do so. It's really an inspiring thing for them to do to go in and save these animals even in the midst of an ongoing conflict where they could have come to harm, as well as the animals. Also important is the situation in Gaza, and other conflict zones, makes it rather difficult to maintain a humanely run zoo, and have veterinarians on hand in case the animals become ill.",1
It's one thing to kill another person with a motive. But who kills horses and animals?! They are completely innocent creatures. God we have used and abused these animals for centuries. I have no idea what kind of motive this killer has. These horses deserve so much more. It's almost worse than murder in my opinion. I really hope this guy gets caught.,1
"Here is an article I just read about an accident at an amusement park in Australia. I've never heard of Dreamworld, have you? But the ride sounds like the old Shoot the Rapids we used to ride on at Cedar Point. In this case, the boat tipped over and people got trapped in the conveyor belt. I can't even imagine what the last moment of those people's lives must have been like. As for the kids who saw it all happen-- there are no words! At least none of the children died in the accident. But now they have lost a parent. One of those kids was just a baby. Now she will never know her mother. I never thought about rides failing when we were kids and used to go to amusement parks, but now I would probably not ride on any of that stuff.",1
Reading this article makes me upset. I hate what we do to native people. It seems as a society we seem to ignore their feelings and traditions just to move ourselves forward. We forget that we intruded onto their land to make ourselves homes that we enjoy yet we can't offer them the same good feeling. To even think that the option of having dangerous amounts of mercury seep into the waters is beyond me.,1
"This article greatly disturbs me. The fact that we treat Muslims and people of their culture like dogs and terrorist is disgusting and wrong both morally and ethically. The way they are being shown on tv and media is wrong and horrible. Our president thinks that if we ban muslims from the country, all of a sudden our nation is safe. When the fact of the matter is, most shootings that happen in this country, are from Caucasians. Muslims are shown in bad light due to some extremist and they do not deserve this treatment.",1
"Just when you think you have heard enough crazy Donald Trump stories this one takes the cake. I just read about a mother from Fresno Texas who not only kicked her elementary son out of the house for voting in a mock school election for Donald Trump she also videotaped it. Well, of course, the video went viral. The Fort Bend County Texas sheriff's department went to check out the situation and the child seemed to be in good health. The mother made the child stand on the street corner with a sign telling why he was kicked out of the house. The mother claims now that it was only a joke. I hope the child is not permanently scarred from this incident.",1
"it was a very gruesome moment it doesn't help the fact that refugees face an exhaustive screening process by the United Nations High Commissioner for Refugees that can take years. it is good that when  The federal government and its nonprofit partners provide job-search help and cash assistance for refugees during their first months in the United States. After that, they are largely on their own.  This strategy has made it hard for refugee families—who often come to America with few assets or material possessions—to move up and out of poverty, and may be contribute to younger generations’ sense of isolation, the result of struggling to find their place in this country. Now, earning a living in the U.S. is proving difficult for younger generations. Donald Trump’s crusade against immigrants",1
"Hey T, I found an article that I thought you would be interested in.  It is about how Iraqis found evidence of torture by Islanic State in mass graves near the city Mosul.  Can you believe that, they literally just killed and dumped bodies there.  From what the articles says in just one hours time they found 20 to 25 bodies.  Some where hard to even tell if it were human or not.  They still can't figure out how they died but they will soon enough.  Though from the state of decomposition it has only been a few weeks that they have been there. All I can say is that were tortured point blank.",1
"Man that's tough to read- I remember watching those events unfold and just being absolutely miserable and horrified over it. I remember hearing that they were killing hostages one by one on the news, and just bursting into tears at that point. This article really vividly reminded me of that moment, it's really sad.",1
It is very sad to know Robert died. He was a great actor. You never now when your time is going to come. I get very worried of my own health. There are so many sicknesses and diseases. I tried to get checked annually at the doctors. I hope they come out with a cure for these diseases and sicknesses. I feel like Robert did live kind of a long life. Robert has made good memories and I think that is very important when living . I want to make a lot of good memories now that I'm alive. Everyones life should have meaning just like Robert's.,1
"You know I have no sympathy for anyone who harms an animal. I'm a huge animal rights advocate and I think those who are cruel to animals deserve very strict punishment. The officer involved should be charged with a crime and fired from their job. I hate it when people hurt defenseless animals and this particular crime did not have to happen! When this happens with children being left in hot cars, there are serious charges leveled and so, there should be the same in this case!",1
I just read about a company is threatening one of the largest populations of Orangutan's in Indonesia by chopping down a critical forest to convert it to a tree plantation.  I think it's really disgusting that Indonesia knows they need to preserve their land and wild life but still allows things like this to happen.,1
Global warming is an issue that has been brewing for some time and seems to be getting torn in all directions as it is not a grey issue but a black and white issue meaning it is either happening or it is not. It is hard to see which side has the more valid argument over the other since everyone involved is so passionate about their side of it all.,1
I read this article about a bus that was hit a random car from out of nowhere. The bus was parked and the car just plowed into it. It's kind of fucked up but typical. A few people were hospitalized but no one died. Anyways their investigating the crash. These types of incidents happen so often I'm rather numb to their effects.,1
"It is very tragic to hear this news regarding the circumstances that many animals are facing in various zoos across the globe. It seems that human nature is causing these animals to be subjected to lives they shouldn't have to endure. If they were released into nature then maybe they would have a fighting chance but at the same time, most of them have been raised in the zoo perhaps so their ""social skills"" in nature may be quite the detriment as well. I just wish that some organization(s) could rescue them and take care of them the way they ought to be. No animal should really have to live in a zoo, to begin with, and now they are suffering from malnourishment and lack of care. It is tragic to read about this but it is the world in which we live.",1
"The officer whose car had been hit approached Ms Rader to find she had an ""unclasped brassiere"" and was trying to put on her blouse, police said.The freshman told the officer that she had been driving back to her residence on campus.The arresting officer wrote in an affidavit: ""I asked her why she was not dressed while driving and she stated she was taking a Snapchat photo to send to her boyfriend while she was at a red light.""She was arrested on suspicion of driving while intoxicated and released from jail on Thursday morning on a $2,000 (£1,600) bail bond, police said.",1
"I just read about Arnold Palmer dying. He was a fixture on Sunday afternoons watching golf. I really wish that he was still around, I will miss him out on the course. He has always been around since I was a kid, even when he quit playing he would be out there for the major championships. I think it will be different watching them without him around. He was a genuinely nice man.",1
Did you finally see what happened to that sicko that stole all of those nude photos from those celebrities? Those poor people got tricked into getting their photos stolen and this man went and was showing them to everyone. He finally was convicted of this and it serves him right. What an idiot. Just remember you don't ever take any photos like this and never upload them even if you did. Keep this stuff private and off of the internet. I sure am glad this guy finally got what was coming to him.,1
Hey buddy. Did you hear about this weird disease that is spreading amongst the frog population? Apparently it's a disease that happens due to people having ponds in their house. I worry what this disease could do to the local population of frogs. Tell anyone who has a pond to becareful with what they are moving in and out of their ponds.,1
"Did you see where there was a buss crash on the highway this morning? I don't think anyone got badly hurt, but it just shows you how quickly things can go from good to bad. I hope the one at fault wasn't doing something stupid like texting while they were driving! I can't stand those people! Well, however it happened, I'm just glad no one was seriously hurt or killed.",1
"Hey, I just read this insane article about the situation in Aleppo. I didn't even realize how bad it was. People are dying and have no hope for the future. It really makes me appreciate everything I have in life and the article makes all my problems seem so trivial and insignificant by comparison. Anyway, you should check it out.",1
"Well, this is frustrating. Not only will the new law not really help, but it doesn't sound like anything will help. It's a good point, about having to get the fishers on board with saving the paquita, but I don't know how to convince them. If it came down to feeding my family or saving a handful of dolphins that are probably going to die out anyway, there's a good chance I'd pick my family.  The story's a year or two old -- so once I've finished doing what I'm doing, I'm going to look up the paquita and see what's happened since then.",1
I found this article and thought you might be interested in it. This is so sad and disgusting. Gun violence really must be stopped in this country and it's hurting innocent people and even unborn people around this country. I think there might be a die in we can participate in happening this week if you can come.,1
"I never knew that bananas were at risk of becoming extinct. Apparently we need to cultivate more varieties, so we do not face another crisis like Cavendish and Big Mike bananas that have succumbed to a fungal disease and almost got wiped out. We are so used to seeing bananas as a common fruit at supermarkets that we never think of not ever eating another one again! I found this article very intriguing, there is so much work that goes into figuring out how to protect this yellow fruit from fungal illnesses and make it more resistant to various dangerous fungal strains.Apparently this presents a great challenge for the scientists but they are hoping to cultivate more banana plant varieties that will be more resistant to various illness.",1
"hello friend, how have you been lately, I am somewhat depressed by an article that I read recently, that helped me a lot, that I realized that the article had a problem that interested me more, because of the events that were happening in this, for example: He did not vaccinate or treat his cattle due to illness; he does not use cowboys to control them and cope; does not manage or control the reproduction",1
"Can you believe how disturbed some people are? I just read an article about a woman whose parents forced her to have sex with both of them when she was 11. They did it for money. If you are a parent struggling for money, how in the world does your mind turn to sexually abusing your child for money? They are sick, and 20 years is not enough time for them in prison. They are the people that are supposed to protect her, and they violated her in the worst way. She is very brave for telling her story and for just being a survivor.",1
"he mayor was on Duterte's list of local officials branded as ""narco-politicians"" who allegedly have ties to the illegal drug world, according to CNN affiliate CNN Philippines. He, along with his wife, surrendered themselves to provincial police in August to clear their names and deny involvement. At the roadblock early Friday morning, an ""armed encounter"" between Dimaukom's men and police ensued, the report says, with law enforcement officials responding to fire from the mayor's bodyguards, leaving 10 men dead. Duterte was elected to office in May on a platform of a hardline crackdown on crime, particularly illegal drugs. Since taking office in early June, his police force has waged a bloody war on drug dealers and users, resulting in the deaths of hundreds of Filipino drug suspects at the",1
It a tragedy when the people who are their to protect and serve us are gun down for no reason. My heart goes out to both families in this situation. It totally is unfair to die for no reason because of a selfish and ill man. It is really upsetting that this man just decides to kill police officers that are on duty to protect us from danger.,1
"I think lung cancer is not really caused too highly by air pollution. I feel that the number one pollutants that cause lung cancer is purely smoking.  Im glad I quit smoking years ago.  They say these scientific reports and studies provide that the air pollution caused early stage lung cancers, however I really just don't believe it.",1
I really hate ISIS. They are the scum of the earth. I just learned that they killed over 100 Iraqi police officers in Mosul. This is the kind of thing that happens when we pull our troops out of Iraq. Yeah we should not have been there in the first place but we made that mistake and we now have to take responsibilty for it. I feel so bad for all the Iraqi people who just want to live their lives in peace.,1
Did you hear about the polar bear name Pizza called the word's saddest polar bear? Apparently they are not treating it well in China by not giving it enough space and turning his life into a circus show. He started to inflict self harm because of his living condition. I really hope China comes up with better animal cruelty laws although I doubt this will happen because of our culture difference. It makes me furious knowing animals are being treated like this over there.,1
"Other story similar to the local news about the killing of a woman I know in town. It always makes me think of the children first. It also makes me wonder how a person could commit such atrocities, especially in front of children. The child that called 911 will no doubt mentally live with that phone call for the rest of their life.  Article seem to have been murder, and a middle class home, maybe drug use or robbery gone wrong? What is wrong with the world today? I will certainly hug my children tighter tonight after reading all these articles about murder, grieving children, deaths, worldly disasters and sadness. The world is such an interesting, wonderful yet sad place all at once. I will also say a prayer for those kids and pray and be thankful for mine.",1
"We need to recognize that global warming is real and acknowledge our part in it. We as a globe need to take note and work together. The Great Barrier Reef is one of our planet's more amazing wonders and we need to do all we can to protect it, while the Amazon isn't doing absolutely fantastic we've improved the quality and conservation.",1
the phone lines from the suicide prevention line surged after the election.  it also climbed when robin williams committed suciide.  thankfully there is this prevention line to help those in need who have sucidal thoughts but we need to condition people that committing sucide is a permanent solution to a temporary problem,1
"Another Taliban attack in Afghanistan today, this time directed against the Germans. A few dead and many wounded, primarily women and children. They said it was in retaliation against US air strikes that have cause a lot of civilian casualties. An endless cycle, just like before. Remind me again why we're there.",1
It is awful that there is such turmoil in the Middle East. It makes me so grateful that I am an American. Isn't it sad that Doctors Without Borders is at risk because of the fighting in the Middle East. Those people donate their time to help others and they have to worry if they are going to be hurt or killed. Such a sad area of the world.,1
"I just read an article about two US Military personals being shot in Jordan. I have so many emotions running through me. I am sad about the loss of lives. I am in disbelief. How could this happen? The article said they do not believe it was a terrosit attack so that makes me feel relieved, but still worried. US is there to assist Jordan for training. Why our are people being attacked?! The article said they failed to stop at the entrance so I do not know if maybe it was a miscommunication. I am confused to what actually happened. From what I read there was an attack on Jordan when they just drove and barralled through their border so they are on high alert. My heart goes out to all of those involved and I am sad. But why on earth would they think that the US military personal are planning",1
A Russian twelve year old left for school one morning. Her mother went looking for her when she didn't return home. When she called her cell phone she was told that her daughter had committed suicide as a part of some social group that takes their own lives. It's sad to see kids seeking attention in this light.,1
"In Iraq, Islamic State militants are kidnapping thousands of people at gunpoint to use as shields against the U.S. takeover as the militants move to their last stronghold of Mosul.   This is something that complicates the U.S. airstrikes because it is not certain how many civilians might be injured or killed since they are being used as shields by the militants.   As the militants are squeezed tighter and tighter together in their last stronghold, more and more villages are suffering, entire villages of people are being taken and used as these shields.   It is a terrible situation and I cannot imagine the suffering as people are missing and lost forever from families and leaving many children as orphans.",1
"This sounds like a horrible accident. I can't even imagine what that family is going through. The ones that were involved in the accident but survived probably saw some horrible things, and those kids who witnessed their mother die. As a parent myself that's a terrifying thought I would never want my son to go through something like that.",1
"the eldest generation of russians aren't being treated properly and should have some sort of financial compensation.  they are living off very little per day financially and live in poor conditions.  after paying utilities, they barely have enough for food.  health care has also taken a turn for the worse because they can't afford to get proper health treatment due to the costs involved",1
"You should check out this article. As I was reading I was happy that the injuries were not worse tha n they were. Could you imagine being in any sort of situation like this? It makes me feel bad for people with children, could you imagine letting you r children leave every day and not knowing what could happen to them?",1
"I just read an article about numerous female athletes that of taking the world by storm. I love hearing about female athletes, however it was frustrating to read an article with so many typos, miss spellings, errors and words that didn’t make sense put together. The article was clearly not proof read before being published where I read it. For such an important topic, proofreading would have been easy.",1
"Michael Moore to Democrats: I told you Trump was going to win — On Wednesday, filmmaker and activist Michael Moore penned a ""Morning After To-Do List"" for Democrats that has, as of Thursday morning, been shared more than 180,000 times, liked more than 350,000 times, and commented on more than 18,000 times. Moore also says Democrats must fire the pundits, pollsters, and members of the media who refused to let go of a narrative about the election that proved to be incorrect, force aside any Democratic members of Congress who aren't ready to fight, and remind everyone they meet that Hillary Clinton won the popular vote. His No. 4 item, however, might come as a surprise to Democrats who are posting their own status updates on social media about how ""shocked"" or ""stunned"" they are at this outco",1
I thought the article was quite sad to read and disheartening to hear about the Iraqi people. I felt sad for them knowing their future was uncertain and how hard it was to find a job. The economy they deal with is much worse than ours and I can only imagine how difficult it must be living there. I hope that it gets better in the future.,1
There are a lot of older people in Russia who survived the Second World War who are now trying their best to survive.  Many estimates say that there are a lot of people in Russia who survived only on $4.50 a day.  With this little money they do not have the luxury of going out to eat.  Also when living on so little money it is dangerous because of Health Care problems.  If one has to  have surgery or even get expensive medication it can be a real setback to their life style.  I hope the Russian economy becomes better enough to support  it's elderly and everyone else in the country.,1
I just read an article about the attacks in a syrian town. It sounds horrible what they are going through. It talks about women and children dying. I tried to immagine what it would be like to live in such horror. It mentions many post on social media of pictures and videos. I would be interested in seeing some of the pictures and videos of this violence. Reading stuff like this really makes you appreciate being in America.,1
Hey man did you hear about this Palm Oil Company is trying to threaten to take down the worlds third largest Orangutan populations? This is pretty upsetting for me as I am in love with these animals. They are wanting to cut down most of the forest. This place is in Indonesia and this company is also planning on building a drainage canal from the north to the south side of the area for which some work has already reportedly began. I really wished there was a way we can help and protect this land. You would have thought that this would be an important area that needed protected. I mean there are what about any where from 750 to 1750 orangutan..They're classified as endangered now.,1
"I feel like the Syrian war situation is just completely out of control at this point, but what often bothers me more is that people who supported Obama for both terms had a sort of blind spot on this issue. When the Arab Spring happened and then the Libyan war and now the Syrian war (et cetera) there was very little meaningful opposition to it from the Democrat-voting side of the aisle. Republican lawmakers just pretended to be opposed to thwart Obama, if they even did that. In reality, the whole government supported ""removing Assad"" and because that objective was considered SO important, now we have the current situation of extreme tragedy. I feel like it is hard to convey how important this is.",1
"I can not believe that their is still such hate in the world. When I read stories like this I think about how we really need to come together and rid the world of such hate. All those times we talked about things like this happening all over the world really make you think about your own life and what we are doing to make a change/positive impact on the world. I think it is very sad to see lives wasted in this manner such as careless deaths that will get no one anywhere. I know that you have told me a lot of the same things, so I wanted to see how you felt about this too.",1
"The article also good.The four key things can do while helping a friend who may have anxiety or hanging out with their friends as much anymore or are always tired and feeling down. Suggest they see a doctor or health professional and/or help them to make  possible, the person's spouse or a mutual friend may be able to give",1
"We live in a different age where millennials are going to be taking over the community shortly within this decade. First we elected the first african-american president. Now we have Trump, the most controversial president of all. He may change things for better or for worse time will tell. Hopefully he can bring innovation.",1
Nothing gets to me more than hearing about hungry children. Nobody should go hungry. There's so much food in this world. It breaks my heart to hear about kids fainting in school because they've only had one meal for the day. I wish there was a way to help these kids more directly. I'm not one to give to large non-profit organizations but I feel so bad for these kids.,1
"I just read an article Regarding a severe problem in the Chicago area with the fact that their public water supply has high amounts of lead traces. Just what I need, another worldly problem to stress about?!  Article shook me, as the health of not only myself but my children is of the upmost importance to me. I know, I don’t live in the Chicago area, but the article certainly made me think about the water that I drink every day, and my children drink and then just threw foods that I have cooked and prepared. Even my local town has just posted something on the fact that they need $3.2 million to repair the water mains in the one square-mile town as the water pipes are corroded and near health hazard. I Will be researching this locally. I will also be researching for more info on the subject",1
"My heart hurts for those affected. I will be praying for the soldiers attacked and their families. As we approach memorial day, we need to reflect on what we have learned in past wars and one thing is clear, mustard gas is not a weapon that should be used, I understand that many of the attacks going on right now include Guerrilla warfare but we cannot fight back in the same ways.",1
"I feel sad when reading this story, as she lost her companion and that's just what some animals are to people their companion, not just a dog or a pet, it's a part of them. This man was wrong for what he did although he was justified because it was seen as self defense he definitely could have done something else before fatally shooting the dog and killing it. Unless the dog was charging at him and starting to bite him or bark at him he should have seen no threat at that time and I feel like this was a careless mistake and he didn't need to do so.",1
"I bring you sad news today, my friend. A male wolf member of the Huckleberry pack has been slaughtered. How can they do this without consequences? This event happened in Montana. I have heard similar stories in that region of wolves being gunned down, especially from helicopters. It makes my heart feel heavy. I know you will feel the same way. I am strongly considering giving a donation to the Center for Biological Diversity because they are fighting on behalf of wolves to stop this murder. It was so cruel because the male was simply wandering for a mate. He didn't deserve what happened.",1
I just dont have many feeling about this article. I guess i feel bad for the teachers but it doesnt exactly bother me. I am not too concerned with affairs in other countries unless it is about war or peace and political things. Packing up and having to move your live away in just a few days is very hard and i guess i feel some sympathy about that.,1
The article i read about the Venezuela zoo where the animals starving due to food shortage. the country economical condition go down and rise the prices of food. The country can't manage to import food due to bad economical siyuation. Animals on the Caricuao Zoo staffers have been feeding carnivorous lions and tigers diets of mango and pumpkin. Elephant eats tropical food instead of hey.,1
"Hello Alexander, oh how I need to tell you this story I read, its crazy you know.  Anyway so I read this story about Myanmarl; they are having a huge investigation about child slavery, its very sad we live in a world that is filled with monsters like this.  The goods news about this is that the police arrested two family members.  I feel good about that coming out.  I hope they find more and put them into justice.",1
"This is also good. Democratic presidential nominee Hillary Clinton, were ""deeply saddened"" by the passing of Reno, calling her ""an extraordinary public servant who dedicated her life to advancing justice, equality, and innovations in criminal justice that would save and lift lives."" ""As Attorney General for all eight years of my Presidency, Janet worked tirelessly to make our communities safer, protect the vulnerable, and to strike the right balance between seeking justice and avoiding abuse of power,"" Clinton said in the statement, listing some of her top accomplishments.",1
It's a little bit troubling that these teachers would be forced to leave because of political tension. It's not right that they would lose their jobs and their homes. There should be another way to resolve this issue. It's good that people are protesting this and they should be. Teachers play such a huge role and it will not be good for the students to be in the middle of this.,1
We are living in a world that ha problems left and right and sometimes I can't help but to be sad because so many people and animals are suffering.Rivers are drying in some places and ll the fishes are dying while some areas have flash floods that destroy things and kill people.This are end times and am saddened all the time by such issues.,1
"Ha.  Get him, snake! I'm so proud of that snake. If you don't want to be crushed by an angry python, maybe don't use the poor thing to do tricks for people. I mean, crushing the warm thing until it stops moving is kind of what giant snakes do. I hope they didn't kill the snake, poor baby. She was just defending herself, basically.",1
"This is disgusting. As many of you know, I am an animal lover. There is not much that makes me sad, upset and angry like any instance of an animal suffering. What this man did is unforgivable. I hope he has a mental illness. I cannot think of any other reason why someone would do something so cruel.",1
"How sad, if you get a chance read this and maybe share, it could be the difference for this person to find her family! Sometimes I see these announcements and I usually read and share them, I hope they find who she is and most importanly I hope they find her family and get her some help. I think the more people see, read and share this info, the bigger the chance to find her identity and family, imagine if it was someone you knew.",1
"I think it is important to ensure safe drivers on our roads, for our family’s sake. I believe that the rate of accidents on American roads is far higher than acceptable. I believe there should be more restrictive driving requirements and testing, as well as harsher punishments for drivers who do not respect the riles of the road.",1
"See? This is why sometimes I rather ignore the news. Shootings over there, people dead over here, drugs, etc. It makes me sick the kind of world we live in. Hundreds of deaths just because they thought these people were related to drug dealing? I mean, did they even had some kind of proof? Why shoot to kill? Why not stick to the laws and put them in jail if they were found guilty?",1
"This is so sad guys. :( I can't believe this, I never knew how far reaching climate change actually was. These poor turtles are dying because of the temperature changes. Please do something, write your local senator so we can start to reverse this. We need to get back into the climate accords and become a leader in environmental sustainability, instead of what we have been doing.",1
"A lot of us not just veterans are losing sleep. I believe its because of deppression. We aren't happy and its because of money. Humans are always working they have no life. Work is not life. Some people don't get to spend time with there kids or family. They cant even have time for themselves. There worried about work, what time they have to get up, or what they will eat because they don't have time to cook. So we eat unhealthy thing that can lead to depression. Not getting enough sleep or the right nutrients lead to sicknesses. Theres people who don't have enough time to see a doctor. Our lifestyle is the reason we're not getting enough sleep. People put way to much on there plate just so they can have money. Everything is about money.",1
"A 22-year-old guy lost control of his Volkswagen and caused a head-on collision with a van. In addition to him and his passenger dying, a mother and two young children in the van were also killed. The van actually burst into flames. The teenage girl and her cousin in the van were the only ones able to escape. This is truly heartbreaking. I hope the impact killed them and they didn't have to suffer through the fire.",1
"Hey, did you read this article? South Korea always seems to have something going on. 26 were hospitalized and 29 were treated at the scene. It seems like more and more often this kind of thing is happening. There has to be a better way of getting points across without injuries. It's crazy and really unnecessary to cause harm for this.",1
"The Year's Strongest Storm Sweeps by Taiwan — Typhoon Meranti gathered in strength as it swept close to Taiwan on Wednesday, and with maximum winds of 230 miles per hour it has been called the strongest storm of the year. Meranti was classified as Category 5, the highest on the scale. The storm has brought not only high winds, but also heavy rain, and many Taiwanese cities have flooded. Trains and shipping services in some southern cities had stopped, and most flights were grounded. As of Wednesday, there were only a few injuries.",1
Dude I seriously cannot believe what happened at the zoo not too long ago. A kid fell into a moat in May when he fell through the barrier. Wow it must have been so terrifying for the family. Then the gorilla picked up the boy and carried him a little bit. They actually ended up shooting the gorilla which is so sad.,1
"The reason why they're killing people over there is because the Allied Forces are occupying their country.  If only we would keep our nose out of others' business, then maybe, just maybe the world would become a better place.  But as with all empires (and America is no different ), they eventually fall because of internal forces.",1
"Did you hear about what had happened to the kid in china. They found his body dead in a desserted well in China after he was helping his father pick some vegetables or something like that. I just feel like if he was helping his father, then it is hard to believe that his dad did not know he had fallen into the well. Either way, sad story.",1
"Did you hear about the airstrikes in Yementi? I can't believe it. i would have been petrified!   Forty three people were killed, but could be up to sixty.. The bodies were just laying everywhere.and they were covering them with blankets.    This is just one count of those that died. Since the battle has been going on they say over 10,000 people have died from this conflict, many just innocent civilians.  I can't imagine being in that situation.",1
