,Word,Bert,Distilbert
665,disorder,-7.11E-06,2.50E-05
666,agree,-7.05E-06,4.37E-06
667,master,-7.04E-06,-1.81E-05
668,millions,-6.91E-06,1.09E-06
669,vancouver,-6.90E-06,-1.39E-05
670,cricket,-6.90E-06,6.10E-06
671,following,-6.85E-06,-1.73E-06
672,fort,-6.77E-06,-1.04E-05
673,doesn,-6.76E-06,-4.38E-06
674,forecast,-6.68E-06,6.74E-06
675,able,-6.66E-06,8.73E-07
676,titanic,-6.66E-06,3.28E-05
677,crying,-6.61E-06,-6.54E-06
678,kc,-6.55E-06,5.77E-06
679,couch,-6.51E-06,-1.03E-05
680,proof,-6.45E-06,-3.54E-05
681,ave,-6.44E-06,-7.28E-06
682,missing,-6.40E-06,7.39E-06
683,die,-6.40E-06,-1.13E-05
684,hearts,-6.32E-06,-8.88E-06
685,cancelled,-6.28E-06,-5.18E-06
686,holding,-6.26E-06,-3.59E-05
687,ton,-6.19E-06,4.63E-06
688,hook,-6.12E-06,1.25E-05
689,wan,-6.10E-06,-5.25E-07
690,vet,-6.05E-06,-5.73E-06
691,thirst,-6.03E-06,1.98E-05
692,seattle,-5.92E-06,-3.43E-05
693,allow,-5.91E-06,-1.20E-05
694,north,-5.86E-06,-3.10E-06
695,stealing,-5.86E-06,3.96E-06
696,beds,-5.86E-06,-2.30E-05
697,teenager,-5.84E-06,-1.69E-05
698,dans,-5.82E-06,3.26E-06
699,halo,-5.75E-06,8.02E-05
700,desperation,-5.59E-06,1.12E-05
701,family,-5.59E-06,-1.07E-05
702,toy,-5.56E-06,-1.11E-05
703,losers,-5.56E-06,1.25E-05
704,blah,-5.53E-06,-1.81E-05
705,bury,-5.52E-06,-2.42E-06
706,silence,-5.51E-06,-2.02E-05
707,urban,-5.51E-06,2.32E-05
708,yesterday,-5.43E-06,-2.16E-05
709,meetings,-5.41E-06,1.37E-05
710,bruised,-5.41E-06,-4.69E-05
711,da,-5.40E-06,-5.19E-06
712,killed,-5.36E-06,-8.72E-06
713,blanket,-5.35E-06,-3.49E-07
714,sorry,-5.35E-06,-1.45E-06
715,stream,-5.34E-06,9.34E-06
716,dallas,-5.32E-06,-1.05E-05
717,him,-5.31E-06,-1.11E-05
718,virus,-5.21E-06,7.19E-06
719,80,-5.19E-06,7.11E-06
720,ff,-5.19E-06,-9.03E-06
721,invisible,-5.16E-06,-2.09E-05
722,tissue,-5.16E-06,6.37E-06
723,ko,-5.15E-06,-1.51E-05
724,drown,-5.09E-06,1.67E-05
725,responsible,-5.08E-06,-1.79E-05
726,prize,-5.07E-06,-1.24E-05
727,deep,-5.07E-06,-9.17E-06
728,misery,-5.02E-06,-2.32E-06
729,intake,-4.91E-06,4.79E-08
730,since,-4.84E-06,2.81E-06
731,extended,-4.81E-06,-1.48E-05
732,village,-4.76E-06,-3.06E-05
733,suits,-4.73E-06,-1.36E-05
734,terrible,-4.66E-06,-7.14E-06
735,autumn,-4.64E-06,2.82E-06
736,cared,-4.64E-06,3.88E-06
737,old,-4.62E-06,-5.74E-06
738,streaming,-4.61E-06,5.02E-06
739,sa,-4.59E-06,-2.39E-06
740,upper,-4.50E-06,-2.65E-06
741,villa,-4.48E-06,-4.99E-06
742,nun,-4.45E-06,-1.60E-06
743,hill,-4.45E-06,5.37E-06
744,care,-4.37E-06,-5.90E-06
745,happened,-4.33E-06,-1.13E-05
746,annie,-4.32E-06,1.69E-05
747,movies,-4.28E-06,1.06E-06
748,means,-4.26E-06,-1.55E-05
749,bye,-4.25E-06,-8.80E-06
750,scar,-4.23E-06,1.68E-05
751,mu,-4.20E-06,4.27E-07
752,chance,-4.14E-06,-1.87E-05
753,hammer,-4.11E-06,-1.76E-05
754,bruce,-4.08E-06,-1.48E-05
755,closed,-4.05E-06,-8.66E-06
756,drain,-4.04E-06,8.84E-06
757,crystal,-4.02E-06,-1.36E-05
758,helps,-4.00E-06,-3.36E-06
759,fr,-3.99E-06,-1.77E-05
760,only,-3.98E-06,-5.20E-06
761,grandmother,-3.94E-06,8.25E-06
762,canada,-3.89E-06,5.93E-06
763,cheryl,-3.87E-06,2.30E-05
764,expensive,-3.86E-06,2.35E-05
765,used,-3.83E-06,-7.42E-06
766,eli,-3.81E-06,-8.85E-06
767,snack,-3.78E-06,3.65E-05
768,hard,-3.76E-06,-6.50E-06
769,mat,-3.75E-06,-2.94E-06
770,latest,-3.64E-06,-1.95E-05
771,lily,-3.64E-06,-1.81E-05
772,didn,-3.62E-06,-6.13E-07
773,terribly,-3.58E-06,7.32E-06
774,gaza,-3.53E-06,2.32E-05
775,replace,-3.53E-06,-7.26E-06
776,poverty,-3.53E-06,1.88E-06
777,europe,-3.44E-06,-2.27E-05
778,hug,-3.43E-06,-8.79E-06
779,younger,-3.42E-06,-1.05E-05
780,fill,-3.38E-06,-1.99E-06
781,seven,-3.32E-06,1.69E-06
782,surreal,-3.25E-06,1.53E-05
783,left,-3.24E-06,-3.18E-06
784,reject,-3.20E-06,-9.14E-06
785,chicks,-3.19E-06,1.33E-05
786,1000,-3.08E-06,7.26E-06
787,pour,-3.01E-06,-1.50E-06
788,acc,-3.00E-06,-4.63E-06
789,hurt,-2.99E-06,-7.28E-06
790,di,-2.97E-06,4.96E-06
791,credits,-2.93E-06,7.85E-06
792,curl,-2.91E-06,-8.39E-06
793,sucks,-2.87E-06,1.39E-05
794,shy,-2.87E-06,-4.54E-06
795,alone,-2.85E-06,-1.31E-06
796,news,-2.84E-06,-2.25E-05
797,cheer,-2.81E-06,-1.25E-05
798,arizona,-2.80E-06,-1.72E-05
799,dvd,-2.77E-06,-1.26E-06
800,chaos,-2.76E-06,-1.28E-05
801,pain,-2.71E-06,4.08E-06
802,upon,-2.61E-06,7.60E-06
803,bass,-2.60E-06,3.03E-06
804,lightning,-2.49E-06,-8.00E-06
805,cookies,-2.39E-06,1.59E-05
806,downs,-2.38E-06,-1.98E-05
807,shed,-2.38E-06,1.52E-06
808,generation,-2.36E-06,8.64E-06
809,paulo,-2.34E-06,-8.90E-07
810,cousins,-2.32E-06,7.88E-06
811,winter,-2.32E-06,-9.30E-06
812,heal,-2.25E-06,-3.01E-05
813,utterly,-2.25E-06,-1.13E-05
814,tears,-2.20E-06,6.02E-06
815,reminds,-2.19E-06,-7.40E-06
816,without,-2.16E-06,-7.92E-06
817,nyc,-2.15E-06,-1.09E-06
818,deepest,-2.11E-06,-4.44E-05
819,mercy,-2.08E-06,-1.82E-05
820,sigh,-2.06E-06,-4.34E-06
821,son,-1.97E-06,-1.97E-05
822,halloween,-1.93E-06,-9.02E-06
823,approaching,-1.89E-06,-4.41E-05
824,cause,-1.88E-06,-1.78E-05
825,heartbreak,-1.82E-06,1.79E-06
826,kind,-1.78E-06,-1.34E-05
827,fest,-1.77E-06,-1.18E-05
828,frozen,-1.74E-06,-1.18E-05
829,pray,-1.69E-06,4.23E-06
830,thou,-1.62E-06,-1.39E-05
831,glee,-1.59E-06,1.22E-05
832,hoped,-1.58E-06,-2.99E-05
833,partner,-1.57E-06,-1.18E-05
834,parade,-1.51E-06,-2.65E-06
835,egypt,-1.48E-06,6.91E-06
836,cheerful,-1.42E-06,-1.08E-05
837,fran,-1.42E-06,-3.53E-08
838,decorated,-1.34E-06,-1.77E-05
839,no,-1.32E-06,-1.69E-06
840,enemies,-1.30E-06,-1.99E-05
841,jack,-1.26E-06,-1.28E-05
842,arrest,-1.24E-06,-2.90E-05
843,rio,-1.18E-06,-1.80E-06
844,death,-1.18E-06,2.57E-06
845,someday,-1.15E-06,-3.21E-06
846,cafe,-1.12E-06,2.62E-06
847,lang,-1.11E-06,9.96E-07
848,henry,-1.03E-06,1.19E-07
849,unhappy,-1.01E-06,1.45E-05
850,streets,-9.39E-07,9.52E-06
851,happen,-8.61E-07,-1.76E-05
852,too,-8.21E-07,3.69E-06
853,invites,-7.65E-07,1.09E-05
854,sorrow,-7.53E-07,3.88E-06
855,tt,-6.83E-07,-1.34E-05
856,bc,-6.26E-07,2.89E-06
857,aunt,-5.85E-07,1.05E-05
858,basically,-5.30E-07,9.44E-06
859,tire,-4.37E-07,3.36E-05
860,warmth,-4.04E-07,-1.43E-05
861,fuzzy,-3.88E-07,-1.44E-05
862,cha,-3.76E-07,4.46E-06
863,pa,-3.75E-07,3.58E-06
864,passes,-3.37E-07,1.81E-05
865,caleb,-3.23E-07,-1.48E-05
866,tradition,-3.12E-07,1.37E-06
867,server,-2.84E-07,-4.23E-06
868,live,-2.58E-07,-1.05E-05
869,nt,-2.47E-07,-1.79E-05
870,likely,-2.06E-07,-2.50E-05
871,kisses,-1.16E-07,-2.15E-05
872,months,-7.76E-08,2.99E-07
873,feels,-5.03E-08,-8.79E-06
874,odd,-2.02E-09,-4.55E-06
875,painful,6.31E-08,1.75E-06
876,charlie,8.33E-08,-2.13E-05
877,weather,1.49E-07,-1.64E-05
878,rip,1.52E-07,6.51E-06
879,shipping,1.61E-07,-2.07E-05
880,global,1.74E-07,1.09E-05
881,sadness,2.36E-07,1.34E-05
882,mutual,2.42E-07,1.87E-05
883,horrible,2.93E-07,-9.44E-06
884,paradise,3.62E-07,4.70E-06
885,emotion,5.19E-07,-2.58E-05
886,year,5.61E-07,-1.38E-05
887,innocent,6.63E-07,-3.52E-05
888,pretend,6.66E-07,-1.58E-05
889,cod,6.77E-07,-4.01E-05
890,hospital,6.89E-07,-1.89E-06
891,justin,7.17E-07,-1.93E-06
892,cruel,7.19E-07,-8.66E-06
893,giants,7.41E-07,-6.11E-07
894,del,7.67E-07,6.41E-06
895,marley,7.96E-07,1.03E-05
896,isn,8.03E-07,-7.52E-06
897,hungry,8.04E-07,5.70E-06
898,desire,8.17E-07,-2.13E-06
899,boring,8.31E-07,1.56E-05
900,girlfriend,9.41E-07,-1.51E-06
901,lola,1.00E-06,-6.03E-06
902,minnesota,1.13E-06,4.96E-05
903,reach,1.15E-06,2.01E-07
904,vacation,1.15E-06,-1.21E-05
905,children,1.23E-06,-1.70E-05
906,pad,1.41E-06,2.79E-05
907,ones,1.43E-06,-4.45E-06
908,torn,1.45E-06,1.83E-05
909,seemed,1.45E-06,-1.02E-05
910,sweatshirt,1.45E-06,3.05E-05
911,cookie,1.46E-06,1.51E-06
912,affected,1.46E-06,-2.14E-05
913,fridge,1.55E-06,-3.04E-05
914,nobody,1.56E-06,-6.21E-06
915,ne,1.58E-06,-9.62E-06
916,memories,1.69E-06,1.47E-06
917,lions,1.71E-06,-2.21E-05
918,hire,1.77E-06,5.89E-06
919,pair,1.78E-06,1.09E-06
920,memory,1.78E-06,-2.16E-06
921,folks,1.79E-06,6.39E-06
922,single,1.79E-06,-7.98E-06
923,were,1.85E-06,7.12E-07
924,aren,1.89E-06,-7.40E-06
925,nope,1.89E-06,-5.82E-06
926,thanksgiving,1.92E-06,3.47E-06
927,lipstick,1.98E-06,-1.99E-05
928,age,1.99E-06,1.34E-06
929,california,1.99E-06,-1.56E-06
930,youth,2.05E-06,3.81E-06
931,pouring,2.08E-06,-1.14E-05
932,broken,2.14E-06,5.61E-07
933,treating,2.17E-06,-3.68E-05
934,rabbit,2.25E-06,2.02E-05
935,numb,2.25E-06,4.76E-06
936,replaced,2.25E-06,1.13E-05
937,emotions,2.29E-06,-1.15E-05
938,tan,2.30E-06,1.70E-05
939,rain,2.32E-06,-3.12E-06
940,senior,2.39E-06,-3.88E-06
941,realize,2.43E-06,-6.67E-06
942,slipping,2.50E-06,-1.54E-05
943,sun,2.51E-06,-1.00E-05
944,cruelty,2.51E-06,2.81E-05
945,miles,2.54E-06,8.20E-06
946,prime,2.63E-06,-1.87E-05
947,forgive,2.64E-06,-1.12E-05
948,ripped,2.65E-06,6.06E-06
949,lame,2.72E-06,1.24E-05
950,wishes,2.75E-06,-1.39E-05
951,ct,2.77E-06,7.58E-06
952,visited,2.77E-06,-4.83E-06
953,iowa,2.78E-06,-2.96E-05
954,stat,2.86E-06,1.95E-05
955,neil,2.93E-06,1.98E-06
956,events,2.95E-06,-1.28E-05
957,even,3.06E-06,-3.53E-06
958,flew,3.18E-06,4.64E-06
959,kay,3.18E-06,-8.16E-06
960,states,3.23E-06,-1.58E-05
961,rey,3.26E-06,-1.27E-05
962,daily,3.28E-06,-3.41E-06
963,skating,3.31E-06,3.62E-08
964,haven,3.31E-06,-6.32E-07
965,broke,3.34E-06,-4.44E-06
966,weeping,3.41E-06,1.60E-05
967,roses,3.42E-06,6.09E-06
968,mc,3.42E-06,-9.36E-06
969,alien,3.42E-06,2.87E-06
970,ourselves,3.48E-06,-1.59E-05
971,feelings,3.51E-06,-9.10E-06
972,episodes,3.54E-06,1.90E-05
973,roller,3.55E-06,7.96E-06
974,end,3.56E-06,-2.65E-06
975,tank,3.58E-06,-1.59E-05
976,lost,3.59E-06,5.91E-06
977,teenage,3.62E-06,1.06E-06
978,rescue,3.68E-06,-5.19E-08
979,potatoes,3.73E-06,1.71E-05
980,owl,3.76E-06,2.55E-05
981,strawberry,3.79E-06,-2.44E-05
982,understands,3.85E-06,-2.44E-05
983,fa,3.94E-06,-9.41E-06
984,depth,3.97E-06,1.37E-05
985,spilled,3.98E-06,-7.93E-06
986,famous,4.05E-06,-1.31E-05
987,bored,4.08E-06,2.10E-05
988,ache,4.10E-06,1.07E-05
989,ego,4.21E-06,1.76E-05
990,pasta,4.22E-06,1.87E-06
991,venue,4.34E-06,7.15E-06
992,desperate,4.37E-06,6.42E-06
993,ugly,4.40E-06,-9.94E-06
994,shooting,4.45E-06,-2.11E-05
995,dust,4.49E-06,-2.30E-06
996,pittsburgh,4.57E-06,-1.06E-05
997,olive,4.61E-06,-2.87E-05
998,acknowledge,4.63E-06,7.21E-05
999,nc,4.67E-06,8.65E-07
1000,ignored,4.71E-06,3.50E-06
1001,ran,4.72E-06,-6.43E-06
1002,fool,4.72E-06,-3.56E-05
1003,members,4.74E-06,2.29E-05
1004,remembrance,4.77E-06,4.63E-05
1005,community,4.80E-06,-2.34E-05
1006,realized,4.85E-06,-9.51E-06
1007,chorus,4.90E-06,6.95E-06
1008,shore,5.00E-06,-1.09E-05
1009,buffet,5.02E-06,-2.70E-05
1010,imaginary,5.14E-06,-3.31E-05
1011,din,5.14E-06,-1.76E-06
1012,era,5.16E-06,-1.45E-05
1013,bad,5.21E-06,-8.43E-06
1014,dean,5.22E-06,-4.03E-06
1015,snapped,5.23E-06,-2.07E-05
1016,disneyland,5.25E-06,-8.80E-06
1017,theirs,5.34E-06,-1.61E-05
1018,matches,5.35E-06,-1.35E-05
1019,hiring,5.36E-06,3.27E-05
1020,rocking,5.36E-06,-3.04E-06
1021,cream,5.37E-06,-1.15E-05
1022,holiday,5.38E-06,-5.08E-06
1023,boston,5.50E-06,-1.50E-05
1024,missed,5.53E-06,8.18E-06
1025,trilogy,5.55E-06,-3.45E-05
1026,poor,5.61E-06,9.39E-06
1027,cried,5.67E-06,1.61E-05
1028,zombies,5.71E-06,3.04E-05
1029,flop,5.71E-06,-3.52E-06
1030,stolen,5.73E-06,-1.80E-05
1031,daddy,5.77E-06,-1.46E-05
1032,father,5.79E-06,-1.57E-05
1033,victims,5.83E-06,-2.20E-05
1034,nj,5.85E-06,-6.02E-06
1035,latin,5.85E-06,-2.44E-05
1036,jealous,5.85E-06,-8.07E-06
1037,cry,5.87E-06,2.89E-06
1038,toss,5.92E-06,-7.53E-06
1039,wasted,6.01E-06,8.18E-06
1040,dreamed,6.07E-06,-2.75E-05
1041,alcoholic,6.08E-06,-3.61E-05
1042,loser,6.19E-06,1.01E-05
1043,friend,6.19E-06,-7.38E-07
1044,pep,6.19E-06,2.21E-05
1045,wishing,6.24E-06,3.84E-06
1046,ana,6.32E-06,-5.07E-06
1047,curled,6.35E-06,-1.77E-05
1048,nowhere,6.40E-06,3.28E-06
1049,domestic,6.42E-06,2.66E-05
1050,bitter,6.43E-06,4.84E-06
1051,se,6.44E-06,8.70E-08
1052,grandfather,6.59E-06,-1.60E-05
1053,fever,6.61E-06,-2.36E-05
1054,summer,6.75E-06,-8.01E-06
1055,illness,6.79E-06,-1.62E-06
1056,flights,6.79E-06,-6.77E-05
1057,premier,6.80E-06,-1.02E-05
1058,older,6.87E-06,-2.36E-06
1059,babies,6.91E-06,-5.76E-07
1060,soul,6.92E-06,8.84E-06
1061,moore,7.01E-06,-3.35E-06
1062,beg,7.01E-06,7.58E-06
1063,hyper,7.02E-06,-4.26E-06
1064,kitten,7.11E-06,-1.13E-05
1065,closing,7.15E-06,1.46E-05
1066,burned,7.24E-06,1.25E-05
1067,homeless,7.27E-06,4.11E-05
1068,height,7.39E-06,5.73E-06
1069,fantasy,7.41E-06,-2.32E-05
1070,19,7.41E-06,1.51E-05
1071,anniversary,7.42E-06,-1.41E-05
1072,meanwhile,7.51E-06,2.63E-05
1073,committed,7.59E-06,1.08E-05
1074,cable,7.59E-06,3.08E-05
1075,cycle,7.63E-06,5.17E-06
1076,ash,7.64E-06,1.88E-06
1077,unfortunately,7.65E-06,1.10E-05
1078,carried,7.66E-06,-1.80E-05
1079,regret,7.68E-06,-1.95E-05
1080,childhood,7.92E-06,-3.75E-06
1081,realizing,7.93E-06,-5.77E-06
1082,pajamas,7.98E-06,2.03E-05
1083,twin,7.99E-06,-9.19E-06
1084,26th,8.01E-06,5.13E-05
1085,san,8.04E-06,-4.14E-08
1086,moods,8.14E-06,3.77E-06
1087,ruined,8.17E-06,8.73E-07
1088,wolf,8.18E-06,-3.81E-06
1089,hai,8.36E-06,-1.04E-05
1090,prefer,8.36E-06,-5.35E-06
1091,hopes,8.42E-06,-3.06E-05
1092,pillow,8.45E-06,-5.47E-06
1093,afford,8.52E-06,-5.46E-06
1094,dublin,8.54E-06,-2.32E-05
1095,jeans,8.60E-06,1.08E-05
1096,friendship,8.60E-06,2.96E-05
1097,glorious,8.60E-06,-2.52E-05
1098,heart,8.61E-06,-1.07E-05
1099,shipped,8.77E-06,-1.93E-05
1100,sang,8.79E-06,1.28E-05
1101,trick,8.82E-06,-1.21E-05
1102,kitty,8.83E-06,2.62E-05
1103,washington,8.86E-06,-1.36E-05
1104,gaga,8.87E-06,-1.74E-06
1105,families,8.87E-06,1.33E-05
1106,available,8.88E-06,9.92E-06
1107,depressed,8.94E-06,-1.26E-07
1108,failed,8.97E-06,1.27E-05
1109,fitting,9.09E-06,-1.01E-05
1110,clothing,9.12E-06,-8.48E-06
1111,relationship,9.13E-06,1.61E-06
1112,awhile,9.15E-06,2.62E-06
1113,nana,9.16E-06,6.01E-06
1114,8th,9.20E-06,-1.38E-05
1115,weak,9.21E-06,4.34E-06
1116,capacity,9.37E-06,8.96E-06
1117,bracelet,9.37E-06,-1.31E-06
1118,pc,9.43E-06,2.92E-05
1119,couldn,9.45E-06,3.05E-06
1120,ol,9.61E-06,5.84E-06
1121,tissues,9.64E-06,-9.41E-06
1122,fierce,9.70E-06,-1.68E-05
1123,hurts,9.78E-06,5.64E-06
1124,dying,9.79E-06,2.29E-06
1125,females,9.84E-06,1.77E-05
1126,dc,9.88E-06,-1.09E-05
1127,void,9.98E-06,2.93E-05
1128,reflects,1.01E-05,-5.74E-05
1129,east,1.01E-05,2.99E-06
1130,tour,1.01E-05,-5.35E-06
1131,bf,1.01E-05,-3.86E-06
1132,shame,1.01E-05,-1.36E-05
1133,perfectly,1.02E-05,-4.96E-06
1134,wanna,1.03E-05,-3.14E-06
1135,sporting,1.03E-05,-5.59E-06
1136,solo,1.03E-05,5.34E-06
1137,thirsty,1.04E-05,-7.47E-06
1138,sweater,1.04E-05,-1.19E-05
1139,raised,1.05E-05,-1.02E-05
1140,empty,1.05E-05,-2.30E-07
1141,mas,1.05E-05,6.80E-06
1142,gaming,1.05E-05,5.42E-05
1143,nowadays,1.05E-05,4.38E-06
1144,sold,1.05E-05,6.31E-06
1145,andy,1.06E-05,7.35E-06
1146,traded,1.06E-05,4.95E-05
1147,though,1.07E-05,7.78E-07
1148,necklace,1.07E-05,-1.00E-05
1149,virtual,1.08E-05,3.37E-08
1150,dammit,1.08E-05,2.84E-06
1151,twins,1.08E-05,1.51E-05
1152,forms,1.08E-05,2.29E-05
1153,hugs,1.08E-05,3.61E-06
1154,lent,1.09E-05,-1.28E-05
1155,penguin,1.09E-05,-2.45E-05
1156,buy,1.09E-05,-4.73E-06
1157,sadly,1.09E-05,1.36E-05
1158,unfair,1.09E-05,-6.08E-06
1159,friends,1.09E-05,1.20E-06
1160,favorite,1.09E-05,8.62E-06
1161,stephanie,1.10E-05,4.68E-05
1162,500,1.10E-05,-1.59E-05
1163,retire,1.10E-05,-4.49E-06
1164,forgotten,1.10E-05,-7.66E-06
1165,TRUE,1.11E-05,-1.92E-05
1166,fi,1.11E-05,-5.09E-06
1167,grew,1.12E-05,-1.45E-06
1168,dining,1.12E-05,-4.43E-06
1169,bleeding,1.12E-05,1.66E-05
1170,knocked,1.15E-05,1.93E-06
1171,kinda,1.15E-05,-3.71E-06
1172,wine,1.15E-05,-3.45E-06
1173,steelers,1.15E-05,3.32E-08
1174,secrets,1.15E-05,-2.62E-05
1175,anna,1.16E-05,7.28E-06
1176,xbox,1.16E-05,-2.18E-06
1177,cabin,1.16E-05,-6.25E-06
1178,forever,1.17E-05,3.74E-07
1179,want,1.17E-05,-3.50E-06
1180,profit,1.17E-05,-4.29E-05
1181,losing,1.18E-05,-6.37E-06
1182,recent,1.18E-05,1.26E-05
1183,polar,1.18E-05,-1.04E-07
1184,lives,1.19E-05,-7.27E-06
1185,angel,1.19E-05,2.16E-05
1186,chocolate,1.21E-05,1.28E-06
1187,erase,1.21E-05,-1.65E-05
1188,won,1.21E-05,-5.30E-06
1189,wanted,1.21E-05,2.98E-06
1190,wars,1.21E-05,-3.08E-05
1191,mainly,1.21E-05,-1.15E-05
1192,miss,1.22E-05,1.22E-05
1193,sunny,1.22E-05,2.22E-07
1194,rated,1.22E-05,-7.53E-06
1195,drowning,1.22E-05,-2.69E-05
1196,47,1.23E-05,-1.74E-05
1197,miserable,1.23E-05,3.10E-05
1198,delhi,1.23E-05,2.05E-05
1199,anytime,1.23E-05,1.57E-05
1200,faded,1.24E-05,5.64E-05
1201,medium,1.25E-05,2.87E-06
1202,sad,1.25E-05,1.03E-05
1203,memorial,1.26E-05,5.87E-05
1204,ending,1.26E-05,7.91E-06
1205,stock,1.27E-05,-8.41E-06
1206,dome,1.27E-05,-8.99E-06
1207,pearl,1.27E-05,1.34E-05
1208,po,1.28E-05,2.19E-06
1209,gossip,1.29E-05,3.07E-05
1210,victory,1.29E-05,-2.72E-05
1211,praying,1.30E-05,1.86E-06
1212,drugs,1.30E-05,-3.00E-05
1213,fame,1.31E-05,-2.02E-05
1214,grey,1.32E-05,5.50E-06
1215,otherwise,1.33E-05,-1.32E-05
1216,created,1.34E-05,-1.03E-05
1217,adults,1.37E-05,-1.60E-06
1218,grandparents,1.39E-05,2.44E-05
1219,elementary,1.39E-05,-5.06E-06
1220,140,1.39E-05,1.57E-05
1221,stores,1.39E-05,1.63E-05
1222,appreciate,1.39E-05,-2.73E-06
1223,gone,1.40E-05,1.31E-06
1224,america,1.40E-05,-1.95E-05
1225,ds,1.43E-05,7.86E-06
1226,years,1.43E-05,-1.13E-05
1227,dvds,1.44E-05,1.97E-06
1228,dreams,1.44E-05,-4.80E-06
1229,pains,1.45E-05,2.49E-05
1230,disappointing,1.45E-05,-8.99E-06
1231,darker,1.45E-05,1.67E-05
1232,americans,1.46E-05,-3.51E-05
1233,kurt,1.46E-05,1.54E-05
1234,lay,1.47E-05,1.60E-05
1235,soup,1.48E-05,-4.55E-06
1236,lobby,1.48E-05,-1.67E-05
1237,split,1.48E-05,8.76E-07
1238,pumpkin,1.49E-05,1.24E-05
1239,luxury,1.49E-05,1.43E-05
1240,skate,1.49E-05,-7.05E-06
1241,korean,1.50E-05,4.29E-06
1242,but,1.50E-05,1.33E-06
1243,tear,1.50E-05,-6.46E-06
1244,winds,1.51E-05,-1.83E-05
1245,dead,1.51E-05,8.93E-06
1246,saga,1.51E-05,-2.57E-05
1247,barnes,1.52E-05,2.66E-05
1248,antonio,1.52E-05,-1.56E-05
1249,owner,1.52E-05,-1.18E-05
1250,needing,1.52E-05,-1.76E-05
1251,longer,1.52E-05,2.33E-06
1252,choosing,1.53E-05,6.26E-06
1253,followers,1.54E-05,8.30E-06
1254,robin,1.54E-05,-2.11E-06
1255,seasons,1.55E-05,-4.28E-06
1256,austin,1.55E-05,7.74E-06
1257,burden,1.55E-05,1.06E-05
1258,seek,1.56E-05,7.70E-06
1259,begging,1.56E-05,8.79E-06
1260,cozy,1.56E-05,1.41E-06
1261,grandma,1.57E-05,2.36E-06
1262,jan,1.57E-05,-2.65E-06
1263,grim,1.59E-05,1.81E-05
1264,charm,1.59E-05,3.01E-05
1265,wii,1.59E-05,-4.40E-06
1266,grandpa,1.61E-05,2.41E-06
1267,gap,1.61E-05,2.51E-05
1268,department,1.61E-05,-1.52E-05
1269,ng,1.64E-05,2.43E-06
1270,distance,1.65E-05,7.87E-06
1271,drifting,1.65E-05,8.03E-06
1272,toys,1.65E-05,-6.17E-06
1273,colored,1.66E-05,-2.58E-05
1274,santa,1.66E-05,-1.10E-05
1275,daylight,1.66E-05,3.34E-05
1276,buddy,1.67E-05,4.89E-06
1277,edward,1.69E-05,-4.87E-06
1278,rained,1.70E-05,1.21E-05
1279,twilight,1.70E-05,1.15E-05
1280,thin,1.70E-05,7.86E-06
1281,fade,1.70E-05,1.79E-05
1282,slowly,1.71E-05,-3.62E-05
1283,beard,1.71E-05,5.24E-06
1284,diamonds,1.72E-05,-2.12E-05
1285,mondays,1.73E-05,3.88E-05
1286,kindly,1.73E-05,-1.14E-05
1287,practices,1.73E-05,-2.49E-05
1288,regular,1.74E-05,1.34E-05
1289,experiencing,1.75E-05,-3.26E-06
1290,foolish,1.77E-05,-3.14E-05
1291,august,1.77E-05,-7.23E-06
1292,wife,1.78E-05,-3.24E-06
1293,germany,1.78E-05,-2.39E-05
1294,follower,1.80E-05,1.00E-05
1295,yearbook,1.80E-05,-2.10E-05
1296,tad,1.81E-05,1.01E-05
1297,jersey,1.81E-05,-9.16E-07
1298,boxes,1.82E-05,-6.30E-06
1299,trek,1.84E-05,-1.11E-05
1300,possibility,1.86E-05,-3.07E-05
1301,monthly,1.87E-05,-1.41E-05
1302,nostalgia,1.88E-05,3.79E-05
1303,lonely,1.89E-05,2.32E-05
1304,longing,1.89E-05,2.34E-05
1305,william,1.90E-05,-1.57E-05
1306,sensitive,1.91E-05,-2.91E-05
1307,recover,1.92E-05,-3.27E-05
1308,uk,1.92E-05,1.35E-06
1309,consisted,1.93E-05,2.03E-06
1310,shade,1.93E-05,-2.87E-05
1311,disney,1.94E-05,2.59E-06
1312,anywhere,1.94E-05,9.79E-07
1313,perhaps,1.94E-05,-2.52E-05
1314,injuries,1.95E-05,2.98E-05
1315,cab,1.98E-05,1.04E-05
1316,kristen,1.99E-05,1.59E-05
1317,vans,1.99E-05,-1.92E-06
1318,worn,2.00E-05,-1.09E-05
1319,loved,2.01E-05,8.93E-07
1320,upgrade,2.03E-05,1.89E-05
1321,harbor,2.05E-05,-4.57E-05
1322,ncaa,2.06E-05,-2.41E-06
1323,boredom,2.06E-05,-7.72E-06
1324,notebook,2.06E-05,-7.40E-06
1325,styles,2.07E-05,-3.98E-05
1326,sessions,2.08E-05,-1.41E-05
1327,nut,2.09E-05,1.17E-06
1328,shaved,2.09E-05,6.62E-05
1329,coast,2.10E-05,-3.62E-05
1330,holly,2.12E-05,-7.96E-06
1331,loss,2.12E-05,2.90E-05
1332,counselor,2.12E-05,-3.93E-07
1333,eternity,2.13E-05,-3.73E-06
1334,circle,2.13E-05,-2.26E-05
1335,fridays,2.13E-05,-3.26E-06
1336,whose,2.14E-05,-3.90E-08
