,word,score,word_count
4001,prohibitive.,9.526454716043038e-05,1
4002,there’s,-0.001437847710675252,3
4003,international,0.0007937143033289537,21
4004,genetic,-0.00036901284349397654,2
4005,resources,0.00030139995936921736,15
4006,network,0.0007999545402485826,2
4007,cogent,9.526454716043038e-05,1
4008,funding,0.00022471515645870947,2
4009,financially.,9.526454716043038e-05,1
4010,"heart,",9.526454716043038e-05,1
4011,trees!,9.526454716043038e-05,1
4012,argument,-0.0008613295145495552,4
4013,reconsider,0.0007371504991239893,1
4014,fullest.,0.0007371504991239893,1
4015,manafucters,-0.0004397443002555216,1
4016,debt.,-0.0004397443002555216,1
4017,effort,-0.0002916837872480207,9
4018,ensure,-0.0004085925082270639,10
4019,company's,-0.0004397443002555216,1
4020,success.,-0.0008643970241481232,2
4021,manufacture,-0.0004397443002555216,1
4022,affordable,-0.0004397443002555216,1
4023,appealing.,-0.0004397443002555216,1
4024,"you,",2.9484747171546626e-05,10
4025,interact,-0.0009398772972538912,1
4026,fun.,-0.0007981918119037345,3
4027,suspicious,-0.0017127740810000585,3
4028,stranger,-0.0009398772972538912,1
4029,witness,-5.37657764323285e-05,6
4030,guilty,-0.0005860946050053089,7
4031,supporter,-0.0013713110718560984,4
4032,step,-0.00045358651466396327,14
4033,questions,-0.00039594272663255955,2
4034,availability,-8.863790276526136e-05,2
4035,statistically,-0.0001602456063756108,1
4036,accessible,-0.0001602456063756108,1
4037,countries?,-0.0003363921719452871,2
4038,2nd,-0.0001602456063756108,1
4039,written,-0.0005634821923162494,7
4040,progressed,-0.0003661986287958522,2
4041,shootings,-0.0006659510997344637,11
4042,40,-9.357337891121154e-05,5
4043,past.,-0.00048181994167605135,7
4044,"willingly,",-0.0018274573061330558,2
4045,targeting,-0.001490248422053734,2
4046,advertisement,-0.000814540623564047,2
4047,condone,-0.0013446074891612623,3
4048,advertisements,-0.0011667327898203439,2
4049,target,-0.00034781685428712686,5
4050,"kids,",-0.0004462281084825346,9
4051,heartache,0.0004217076433174801,2
4052,through?,0.0004217076433174801,2
4053,"bombed,",0.0004217076433174801,2
4054,receiving,-0.0001454908933687117,5
4055,messages,-6.46579406262996e-05,3
4056,bombing.,0.0004217076433174801,2
4057,expand,-0.0004151906624054477,7
4058,runway,-0.0006079361906874207,1
4059,heathrow,-0.0006079361906874207,1
4060,airport,-0.0012803158481145222,3
4061,london,-0.0006079361906874207,1
4062,700,-0.0004070493731872678,3
4063,reach.,-0.0006079361906874207,1
4064,benefit,-0.000361601629022213,5
4065,financially,-2.2870322709422908e-05,2
4066,explanation,-0.0006079361906874207,1
4067,community?,-0.00045087439450033646,2
4068,"turkey,",-0.0005230701721696581,2
4069,"split,",-0.0006754837175776629,1
4070,split,-0.0008651507690658238,3
4071,"groups,",-0.0006754837175776629,1
4072,counting,-0.0009505449639666352,2
4073,charlie,0.0010738933780809626,1
4074,hedbo,0.0010738933780809626,1
4075,paris.,0.000760845108140226,2
4076,touching.,0.0010738933780809626,1
4077,"dark,",0.0010738933780809626,1
4078,"feeling,",0.0010738933780809626,1
4079,notes,0.000590325174919144,2
4080,recieved,0.0010738933780809626,1
4081,outpouring.,0.0010738933780809626,1
4082,wrote,0.0003842153134065585,15
4083,"book,",0.0010738933780809626,1
4084,healing.,0.0010738933780809626,1
4085,nice,-0.0005940799882217757,12
4086,theres,-3.601370355530282e-05,3
4087,recovery,0.0005830601058576375,3
4088,sisters,0.0006507136224498329,4
4089,fluid,6.705181869256188e-05,5
4090,lungs,0.0003517908076845641,3
4091,brain,0.00022656121198633624,5
4092,info,0.00023466996989933854,2
4093,brain.,-0.0003649505092936225,3
4094,maddening.,-0.00023944565537656597,1
4095,atrocious,-0.00023944565537656597,1
4096,reusing,-0.00023944565537656597,1
4097,switching,-0.00023944565537656597,1
4098,organically,-0.00023944565537656597,1
4099,grown,-0.0004743014008663396,3
4100,lakes,0.00010457959907384407,2
4101,"eventually,",-0.00023944565537656597,1
4102,"will,",-0.00023944565537656597,1
4103,allepo,-0.000658713620969138,2
4104,dire.,-0.000658713620969138,2
4105,syrian,0.0002950113564132692,10
4106,whey,-0.0009334924393068731,3
4107,un,-3.356777288263401e-05,10
4108,extinct,0.0009001338575529871,7
4109,survival,0.0013407384340901746,2
4110,everyone’s,0.0022634202914468913,1
4111,sts’s,0.0022634202914468913,1
4112,mission,0.0022634202914468913,1
4113,creating,-0.0002071590075610649,8
4114,unite,0.00048766851101855,2
4115,horn,0.0022634202914468913,1
4116,ivory,0.0006545106983429334,7
4117,worldwide,0.0013718716166242946,2
4118,conjure,1.8816005628347436e-05,1
4119,mild,1.8816005628347436e-05,1
4120,interest?,1.8816005628347436e-05,1
4121,facts,-0.0007610370902942453,14
4122,singer,0.0005913383267155344,3
4123,fairly,-0.0007522430825336812,4
4124,"information,",-5.678426669722587e-05,5
4125,rewarding,1.8816005628347436e-05,1
4126,possible,-0.0003558553680959891,15
4127,suppose.,3.9063640756467066e-05,2
4128,firm,-0.0009641894869942766,2
4129,believer,-0.0007092408618268564,1
4130,inoccent,-0.0007092408618268564,1
4131,till,-0.0005865592436410527,10
4132,proven,-0.000913573161094266,3
4133,guilty.,0.00018621389103107804,2
4134,accounts,-0.0008536943322131189,8
4135,wome.,-0.0007092408618268564,1
4136,guy.,-0.0007987545028809286,14
4137,beginning.,-0.0007092408618268564,1
4138,scared,2.88939871020233e-05,8
4139,alec,-0.0007092408618268564,1
4140,girl,0.00023289340139407013,10
4141,level.,-0.0011862848326285303,4
4142,ashame,0.0002621107841336349,2
4143,ruins,-0.0007092408618268564,1
4144,sex.,-0.0008238715353709981,4
4145,solves,6.51766107239382e-05,1
4146,lack,-0.00011669613134086734,14
4147,judgement,6.51766107239382e-05,1
4148,disconnect,6.51766107239382e-05,1
4149,humanity,0.0006512093127204633,5
4150,e,6.51766107239382e-05,1
4151,had.,1.8271222928281834e-05,2
4152,path.,6.51766107239382e-05,1
4153,shipwreck,0.0008451072445109276,2
4154,amongst,0.0004674013706027027,3
4155,occurred,1.1633176015095647e-05,7
4156,occurring,-0.00010300108846144616,3
4157,amount,-4.262740048903544e-05,17
4158,scratch,0.00015090194265364213,1
4159,surface,-0.0007805793260081373,3
4160,occur,-0.00036381973538577005,4
4161,broadcasted,0.00015090194265364213,1
4162,slowly,0.0001495836948309185,3
4163,spiraling,0.00015090194265364213,1
4164,grow.,0.00015090194265364213,1
4165,across,0.0002804020078199258,27
4166,involves,0.0001760553806881641,2
4167,50's,-0.0008578251888078133,1
4168,mistaking,-0.0008578251888078133,1
4169,loud,-0.0012642116493590786,4
4170,durango,-0.0008578251888078133,1
4171,teenagers,-0.0008277527424571771,3
4172,station,-0.0005491847614241073,3
4173,florida.,-0.001102243657318797,4
4174,exchange,-0.0008578251888078133,1
4175,words.,-0.0008578251888078133,1
4176,17,-0.0008578251888078133,1
4177,6,0.0005243726607635229,5
4178,parole,-0.0008578251888078133,1
4179,denied.,-0.00015343854895438845,2
4180,lately.,-0.0007515129978310521,5
4181,limit,-0.0006103667752793425,3
4182,guns.,-0.0008508939007293116,3
4183,stricter,-0.0008578251888078133,1
4184,afghanistan?,0.0007896259627637884,2
4185,battles,0.00046268243736491855,4
4186,taliban.,0.0005022556226842312,2
4187,through.,0.0005286525005568948,13
4188,loss.,0.0012265509297746746,4
4189,afghanis,0.0016840010343292988,1
4190,battles.,0.0016840010343292988,1
4191,snowflake,-0.0011985065663308585,1
4192,melting,-0.0011985065663308585,1
4193,manmade,-0.0011985065663308585,1
4194,"""global",-0.000542291434226551,2
4195,"warming"".",-0.000542291434226551,2
4196,understood,-0.0011985065663308585,1
4197,communist,-0.0011985065663308585,2
4198,movement,-0.0011770463521189262,5
4199,shot.,-0.0005466999484881146,3
4200,founder,-0.0011985065663308585,1
4201,'greenpeace',-0.0011985065663308585,1
4202,discovering,-0.0011985065663308585,1
4203,flood,-0.0011985065663308585,1
4204,socialist,-0.0011985065663308585,1
4205,academia,-0.0011985065663308585,1
4206,organization,-0.0006166625283550881,10
4207,started?,-0.0011985065663308585,1
4208,research,0.0006151477001098253,10
4209,repeating,-0.00019856475014658299,3
4210,obsurb.,-9.950266419612793e-05,1
4211,reoutation,-9.950266419612793e-05,1
4212,dumbass,-9.950266419612793e-05,1
4213,kills,-0.0004217333384515314,5
4214,tagged,-9.950266419612793e-05,1
4215,corupt.,-9.950266419612793e-05,1
4216,compatable,-0.00033072782893820357,1
4217,willingly,-0.0009493617898010598,3
4218,trump's,-0.0013563385256501758,13
4219,supporting,-0.0007759903682085046,3
4220,remarkable,-0.00033072782893820357,1
4221,remembered,8.64147467998717e-05,3
4222,absolute,-0.001084938222645254,2
4223,disgrace,-0.0003372177333517357,1
4224,determined,-0.0003780931957771827,2
4225,secured,-0.0003372177333517357,1
4226,spark,-0.0003372177333517357,1
4227,discord,-0.0006935940391455612,1
4228,burma.,-0.0006935940391455612,1
4229,total,-0.0003616908753498766,9
4230,distrust,-0.001114409695779083,2
4231,segments,-0.00036018911451151324,2
4232,"population,",-0.0001226217901845909,2
4233,rohingya,-0.0006935940391455612,1
4234,worship,-0.0006935940391455612,1
4235,"mosques,",-0.0006935940391455612,1
4236,earn,-0.000761578004903514,3
4237,seemingly,-0.0009529895256232615,4
4238,unconcerned,-0.0006935940391455612,1
4239,treated.,-0.00040881536835778816,2
4240,"done,",5.037130735206575e-05,5
4241,nearly,0.00036684706373580413,10
4242,parities,-0.0006935940391455612,1
4243,"involved,",0.0007243894283547233,3
4244,breaking.,0.00015725586550009512,2
4245,lone,-0.0004985399309884997,2
4246,wolf,-0.00013974225048135247,19
4247,terrorist.,-4.8114514388038925e-05,3
4248,manpower,-3.8626829920455444e-05,1
4249,pursue,0.00013114696587384364,2
4250,ill,1.5934000190358946e-05,12
4251,movie,-0.000413769765597749,2
4252,minority,2.7630007022025896e-05,2
4253,technology,-0.0004223395307592802,6
4254,advance,6.991711374430075e-05,4
4255,a.i..,-3.8626829920455444e-05,1
4256,murder.,-0.000522122654573612,4
4257,assuming,-0.0016710960272409302,3
4258,both.,-0.0019062261139182132,1
4259,harsher.,-0.0019062261139182132,1
4260,automatically,-0.0007266487382063739,2
4261,sentence.,-0.0006238896055351183,3
4262,totally,-0.00047651154762237506,16
4263,unsurpising,-0.0012186151125130587,1
4264,uae.,-0.0012186151125130587,1
4265,lenient,-0.0012186151125130587,1
4266,extreme,-0.0005328639006895592,11
4267,occurence,-0.0012186151125130587,1
4268,strange,-0.0013337337388803403,8
4269,ulterior,-0.0012186151125130587,1
4270,motive,-0.0005540198715639614,4
4271,woman's,-0.0010211955553078647,2
4272,misfortune,-0.0004323699120152468,2
4273,goal,-0.00037886134738262926,4
4274,likely.,-0.0012186151125130587,1
4275,"brutality,",-0.001364801400413853,1
4276,stop?,-0.001364801400413853,1
4277,"end,",-0.0007291559674532013,7
4278,beginning,-0.0002818717669791542,3
4279,"enforcement,",-0.001364801400413853,1
4280,continue.,-0.0005167009768061348,4
4281,shameful,-0.001364801400413853,1
4282,gasoline,-0.0009233073610933691,2
4283,frienda,-0.0009233073610933691,1
4284,destroys,-0.0009233073610933691,1
4285,plans,-0.0005844133980908736,5
4286,budget,-0.0009438172131530109,2
4287,individual.,1.9408130478950616e-05,2
4288,soccer,-0.0002369694737296868,2
4289,hooligans,-0.0008773064484186459,1
4290,rowdy,-0.0008773064484186459,1
4291,acting,-0.0010916076469577479,11
4292,eleven-year-old,-0.0008773064484186459,1
4293,bottle.,-0.0008773064484186459,1
4294,gash,-0.0008773064484186459,1
4295,"pathetic,",-0.0008773064484186459,1
4296,"article,",-0.00028333934176469924,23
4297,write,0.00024008261971361988,15
4298,"see,",-0.00010402104483281008,4
4299,get.,-0.0001126663817471277,2
4300,closest,0.001068001704938979,1
4301,"friends,",0.0004875844468114703,4
4302,ahead,9.139077457853601e-05,3
4303,tonight.,0.001068001704938979,1
4304,protesting,-0.0008944230979003325,6
4305,voting,-0.0009841144665246482,8
4306,booths??,-0.0014832899451740406,1
4307,voted,-0.0011658191710755626,11
4308,place!!,-0.0014832899451740406,1
4309,contributed,-0.0014832899451740406,1
4310,threw,-0.00048486674594196675,4
4311,vote!,-0.0014832899451740406,1
4312,enjoy.,-0.0006860540792464083,2
4313,mention,-0.0006676324326509568,8
4314,regularly,-0.00046228639038114734,2
4315,fudging,-0.0009527648307872975,1
4316,numbers.,-0.0009527648307872975,1
4317,cheeseburger.,-0.0009527648307872975,1
4318,cutting,-0.0009527648307872975,1
4319,answers.,-0.0010046573732256548,3
4320,rid,-0.00068023567678018,13
4321,solutions.,-0.0001147835663687147,2
4322,greatly,-0.00038302134706454024,3
4323,disturbs,-0.0006117954981558189,1
4324,muslims,-0.0007876872355675037,13
4325,morally,-0.00018469507397124592,5
4326,ethically.,-0.0006117954981558189,1
4327,tv,-0.0005334163550235569,5
4328,horrible.,0.0007108491685818781,5
4329,thinks,-0.0004972758339301385,6
4330,ban,-0.0005106303831516925,5
4331,sudden,-0.00040323310213883213,8
4332,caucasians.,-0.0006117954981558189,1
4333,deserve,-2.5123292979064406e-05,28
4334,treatment.,-0.00018261691113366393,2
4335,see?,-0.0010995719520898698,1
4336,"there,",-0.0002991599937739107,11
4337,"drugs,",-0.0010995719520898698,1
4338,dealing?,-0.0010995719520898698,1
4339,proof?,-0.0010995719520898698,1
4340,kill?,-0.0010995719520898698,1
4341,stick,-0.000680165726732298,4
4342,guilty?,-0.0010995719520898698,1
4343,crashes,-0.0011895605880863514,1
4344,hack,-0.0011895605880863514,1
4345,wrecks,-0.0011895605880863514,1
4346,safer,0.00024536526715721827,7
4347,speeding.,-0.0011895605880863514,1
4348,drunk,0.00026894700172600016,4
4349,driving,-0.0006206791055565633,12
4350,wreck.,-0.0011895605880863514,1
4351,bunch,-0.0010095172719529824,10
4352,wrecks.,-0.0011895605880863514,1
4353,drink,4.333136662568414e-05,10
4354,sorry....i,-0.001159033027050403,1
4355,laugh...but.....this,-0.001159033027050403,1
4356,admit,-0.001074296076962753,4
4357,"funny,",-0.0009817202099266825,2
4358,himself.,-0.0010765079186884539,5
4359,"stuff,",-0.0014510671522358128,4
4360,"likeliness,",-0.001159033027050403,1
4361,simple,-0.00043103218755345554,10
4362,urine,-0.001159033027050403,1
4363,performed,-0.00019827049919967973,3
4364,with.,-0.0001367230586653491,11
4365,asshole,-0.0010530862854193402,3
4366,oak,-0.0009665385906646408,2
4367,"harbor,",-0.00226285004567823,1
4368,washington.,-0.00226285004567823,1
4369,evidently,-0.001235970822354678,4
4370,domestic,-0.000823742525913796,5
4371,assault.,-0.00226285004567823,1
4372,pointless,-0.0014920298996761025,2
4373,joke;,-0.00226285004567823,1
4374,abiding,-0.00226285004567823,1
4375,"needed,",-0.00226285004567823,1
4376,attention.,-0.0006449295735279369,5
4377,catastrophe,0.0009241062223056437,2
4378,befell,0.001590130486453821,1
4379,urge,0.001590130486453821,1
4380,eat.,0.00034477749438500336,7
4381,dollar,0.0003782438889797864,3
4382,previous,8.126665275347024e-05,5
4383,that-,-0.0007688380067046789,2
4384,countless,-0.0005463164638943756,5
4385,country’s,-0.001153580934308896,2
4386,marginalized,-0.0005002869048954987,1
4387,groups.,-6.741371682683925e-05,6
4388,"different,",-9.162885766121083e-05,2
4389,following.,-0.0005002869048954987,1
4390,election-related,-0.0005002869048954987,1
4391,intimidation,-0.0005002869048954987,1
4392,"u.s.,",-0.0006667885695219411,2
4393,survey,-0.0005659633758925035,2
4394,southern,0.0003147546257589456,7
4395,poverty,0.00039935240757990365,3
4396,center.,-0.0005002869048954987,1
4397,―,0.0008731723427898589,6
4398,"black,",-0.0008384628392544375,2
4399,"latino,",-0.0005002869048954987,1
4400,"muslim,",-0.0005002869048954987,1
4401,"jewish,",-0.0005002869048954987,1
4402,"asian,",-0.0005002869048954987,1
4403,queer,-0.0004324192827865166,2
4404,physically,-0.00013036109143904973,6
4405,slandered,-0.0005002869048954987,1
4406,speech,-0.001117985096322324,4
4407,targets,-0.00024981882610319416,2
4408,racist,-0.001131240400863223,6
4409,graffiti.,-0.0002211269931164376,2
4410,shouldn’t,-0.0005002869048954987,1
4411,"safety,",-0.0005002869048954987,1
4412,emboldened,-0.000860118062978472,2
4413,express,0.00010587214809826644,5
4414,yemeni,0.0016414811333834223,2
4415,civil,0.0007537495842198422,4
4416,unrest.,0.0008799904075691402,3
4417,gotten,-0.00013039179066562186,8
4418,worse,-0.00034792197497893353,35
4419,dying.,0.0003621255615144274,10
4420,"sick,",0.0013215268605674486,3
4421,"wounded,",0.0012717186110472135,3
4422,"jong-un,",-0.000618551413563182,1
4423,cooperative,-0.000618551413563182,1
4424,peacefully,-0.0005784376558828323,2
4425,"leading,",-0.000618551413563182,1
4426,"aggressive,",-0.000618551413563182,1
4427,threatening,-0.0004564906431786634,6
4428,"motives,",-0.000618551413563182,1
4429,korea,-0.0003653841182601051,4
4430,cooperates,-0.000618551413563182,1
4431,"nation,",-0.00032266780172032365,2
4432,"green,",-0.0009339228846389839,1
4433,green,-0.0004701671581054445,5
4434,animals?,-0.0006917765152144284,2
4435,"aghast,",-0.0009339228846389839,1
4436,"numbers,",-0.0009339228846389839,1
4437,figuring,-0.00039015052967746066,2
4438,typically,-2.169716603323954e-05,3
4439,migrate,-0.0009339228846389839,1
4440,*gasp*,-0.0009339228846389839,1
4441,developing,-0.0001367809776016,3
4442,energy,-6.362656612316529e-05,11
4443,wind,0.0002770871906864159,4
4444,"solar,",-0.0009339228846389839,1
4445,we're,-0.0006221919087232079,13
4446,save.,-0.00047736917924036485,2
4447,arkansas,-0.0011298906242374566,1
4448,she's,-0.0006687758610251155,8
4449,administrative,-0.000830357512932475,2
4450,investigated.,-0.000830357512932475,2
4451,what's,-0.00030782437716187427,23
4452,investigate?,-0.0011298906242374566,1
4453,lock,-0.0011298906242374566,1
4454,car.,-0.000509448667502511,5
4455,immediately,-0.0012684388234723088,2
4456,specifically,-0.0010630852124893409,4
4457,"election,",-0.00045404273450884604,4
4458,parties,-0.0012251952844640358,3
4459,bombastic,-0.0013905025327574094,1
4460,"idiot,",-0.0013905025327574094,1
4461,wuold,-0.0013905025327574094,1
4462,"won,",-0.0013905025327574094,1
4463,stress,-0.0003916102386344751,8
4464,leader.,-0.0009578008527518023,2
4465,explore,-0.0009907877576036603,2
4466,incredibly,-0.0005589621667794483,11
4467,activity.,-0.0009716919206221064,1
4468,wow.,-0.0003339514276150782,6
4469,nominating,-0.0011386364841232913,1
4470,supreme,-0.0007110675946907463,2
4471,court,3.547076623969283e-05,6
4472,reexamined,-0.0011386364841232913,1
4473,closely,-0.0011386364841232913,1
4474,nomination,-0.0011386364841232913,1
4475,bigger,-0.00013658367327835732,9
4476,debates,-0.0011386364841232913,1
4477,unfortunately,0.0002538873937376842,7
4478,progress.,-0.0011386364841232913,1
4479,really.,-0.0015999872002870083,1
4480,won...and,-0.0015999872002870083,1
4481,coming.,-0.0006956333810644033,3
4482,"win,",-0.0015999872002870083,1
4483,way...and,-0.0015999872002870083,1
4484,office...he's,-0.0015999872002870083,1
4485,up...whatever.,-0.0015999872002870083,1
4486,mueller,-0.0015999872002870083,1
4487,wins,-0.001507745845200456,4
4488,2020.,-0.001891193167362341,3
4489,protesters.,-0.0007767484505969453,2
4490,pipelines,-0.00016768717231166694,3
4491,michigan.,0.0003371016659699914,1
4492,foisted,0.0003371016659699914,1
4493,adequate,0.0003371016659699914,1
4494,studies,5.991505550089954e-06,4
4495,leaks,-0.00021335219009642969,2
4496,pollution.,0.00038738696333919306,3
4497,oil.,0.0003371016659699914,1
4498,falling,-0.00024482124393489354,5
4499,rankings,-0.0012481661401549597,1
4500,category.,-0.0012481661401549597,1
4501,presidential,-0.001015142435789335,8
4502,destination,-0.0012481661401549597,1
4503,stat,-0.0012481661401549597,1
4504,haven't,-0.0009232338024791412,6
4505,met,0.0006784531740666152,3
4506,expressed,-0.0005336178489581774,2
4507,interest,-0.0007402050459651002,8
4508,college.,-0.0011966634681372548,2
4509,approaching,-0.0012481661401549597,1
4510,"moldovan,",-0.0008100624532623139,1
4511,discriminated,-0.0013231266890916988,2
4512,"married,",0.00011100348288816043,2
4513,unqualified,-0.0008100624532623139,1
4514,toward,-0.0007322375654827435,5
4515,cheer,-0.0008100624532623139,1
4516,spite,-0.0008100624532623139,1
4517,catches,-0.0008100624532623139,1
4518,equally.,-0.0005611991737259814,2
4519,vaguely,-0.0015724366512464864,1
4520,annoyed,-0.001102352549049783,2
4521,"irritated,",-0.0015724366512464864,1
4522,manage,2.88351579663034e-05,4
4523,watch,-0.00015854090331669112,10
4524,games,-0.001427776156666975,2
4525,"orderly,",-0.0015724366512464864,1
4526,non-violent,-0.0015724366512464864,1
4527,"manner,",-0.0015724366512464864,1
4528,nonsense,-0.001029218095200425,5
4529,sporting,-0.0015724366512464864,2
4530,irritating.,-0.0015724366512464864,1
4531,conduct,-0.0015724366512464864,1
4532,"appropriately,",-0.0015724366512464864,1
4533,frustrating,-0.0002969680536135873,4
4534,events.,-0.001296785762108104,3
4535,statistic!,-0.0011738318525453906,1
4536,existed!,-0.0011738318525453906,1
4537,internet,-0.0008353439872657665,11
4538,accessed,-0.0011738318525453906,1
4539,kids!,-0.0009268795304891834,2
4540,prodded,-0.0011738318525453906,1
4541,committing,-0.0006777280803387276,7
4542,idiots!,-0.0011738318525453906,1
4543,teenager,3.133801609332445e-05,3
4544,awful!,-8.622658456772573e-05,2
4545,thirty,0.0007461513242348398,1
4546,miners,0.0007461513242348398,1
4547,tragedy.,0.0010881750594035871,10
4548,co,0.0003705439069219413,3
4549,losses,0.0007461513242348398,1
4550,avoided,0.00039859593209459694,3
4551,trained,-0.0001080835941345981,2
4552,incase,0.0007461513242348398,1
4553,alive,-9.611697597406984e-06,8
4554,handed,-0.0011028204089724466,3
4555,cartel.,-0.0007730756313571874,2
4556,trip,-0.00021336420496380817,3
4557,hijack,-0.0010816502153988949,1
4558,"vehicles,",-0.0010816502153988949,1
4559,enforcement,-0.001046786078500443,3
4560,non-criminals.,-0.0010816502153988949,1
4561,"cartel,",-0.0010816502153988949,1
4562,locate,-0.0002689926060463676,2
4563,computers,-0.0010063817938945855,3
4564,"classroom,",-0.0010478214324496093,1
4565,mainly,-0.0005710417218636445,3
4566,"e-rate,",-0.0010478214324496093,1
4567,program,-0.0006606000683741797,8
4568,subsidize,-0.0010478214324496093,1
4569,broadband,-0.0010478214324496093,1
4570,access.,-0.0010478214324496093,1
4571,classrooms,-0.0010478214324496093,1
4572,"connected,",-0.0010478214324496093,1
4573,dollars,-0.00058949863645506,11
4574,spent.,-0.0010478214324496093,1
4575,results.,-0.0003772326792330697,4
4576,buying,2.0464291633667613e-05,6
4577,worrisome.,-0.0006499507383846827,3
4578,corporate,-0.0011185893855440554,4
4579,contributions,-0.0005849299418241572,1
4580,lobbying.,-0.0005849299418241572,1
4581,communicated,-0.0005849299418241572,1
4582,ceo's,-0.0005849299418241572,1
4583,profits.,-0.00015692989867223636,4
4584,planet,-0.00014624200147693355,16
4585,instead.,-0.0008996607858934011,3
4586,5.0,-0.001028699362553785,2
4587,oklahoma.,0.00025681630229125105,2
4588,"fortunately,",-0.0003694028674453875,1
4589,badly,-0.0002468045291066624,6
4590,injured.,0.0003660999573100926,7
4591,earthquakes,-0.0001852251211463201,9
4592,those.,-0.0003694028674453875,1
4593,drills,-0.0003694028674453875,1
4594,"school,",-0.0007572818317824688,2
4595,"earthquake,",-0.00020459876440933537,2
4596,smashing,-0.0016009121518904598,2
4597,star,-0.0009328189342738824,3
4598,hollywood.,-0.0012965004540023035,2
4599,sledgehammer,-0.0016009121518904598,1
4600,sounded,-0.0006935661956568425,5
4601,funny.,-0.0016009121518904598,1
4602,described,0.00025647528300256776,8
4603,"protesting,",-0.0016009121518904598,1
4604,covering,-0.0005395684951310879,2
4605,"graffiti,",-0.0016009121518904598,1
4606,bernie,-0.0016009121518904598,1
4607,sanders,-0.0016009121518904598,1
4608,sticker,-0.0016009121518904598,1
4609,barbed,-0.0016009121518904598,1
4610,wire,-0.0008125672386729358,2
4611,fence,-0.00028826015890250767,4
4612,"star,",-0.0016009121518904598,1
4613,"hollywood,",-0.0012965004540023035,2
4614,approached,-0.0005529573151716249,2
4615,ms,0.0008941003208180594,3
4616,rader,-0.00048803237475416,1
4617,"""unclasped",-0.00048803237475416,1
4618,"brassiere""",-0.00048803237475416,1
4619,"blouse,",-0.00048803237475416,1
4620,said.the,-0.00048803237475416,1
4621,freshman,-0.00048803237475416,1
4622,residence,-0.00048803237475416,1
4623,campus.the,-0.00048803237475416,1
4624,arresting,-0.0005131781364783213,2
4625,affidavit:,-0.00048803237475416,1
4626,"""i",0.00019001980623680007,4
4627,stated,-0.00023931519092569667,8
4628,snapchat,-0.00048803237475416,1
4629,boyfriend,-0.0006354109524221106,5
4630,"light.""she",-0.00048803237475416,1
4631,arrested,-0.00031154526433522275,10
4632,suspicion,-0.00024484838679907425,3
4633,intoxicated,-0.00023118087221519088,2
4634,"$2,000",-0.00023118087221519088,2
4635,"(£1,600)",-0.00048803237475416,1
4636,"bond,",-0.000142672164440872,2
4637,derailment.,0.00042712424529706063,1
4638,reduced,0.00042712424529706063,1
4639,administered,0.00042712424529706063,1
4640,carefully.,0.00042712424529706063,1
4641,transit,0.00042712424529706063,1
4642,"""are",0.00042712424529706063,1
4643,"time"".",0.00042712424529706063,1
4644,fun,-1.8452942931701397e-05,9
4645,tragedies,0.00045300126040230125,6
4646,scrutinized,0.00042712424529706063,1
4647,frequently.,0.00042712424529706063,1
4648,pilots,0.0006960704985754597,3
4649,honor.,0.0009740887372269451,1
4650,acrobatic,0.0009740887372269451,1
4651,routines.,0.0009740887372269451,1
4652,ol',0.0001250742047189609,1
4653,strombolo's,0.0001250742047189609,1
4654,condo.,0.0001250742047189609,1
4655,intrigued,0.00033316321895957425,2
4656,hollywood,-0.0007885442611200234,4
4657,"who,",6.225949708929574e-05,3
4658,when.,0.0001250742047189609,1
4659,fool.,-0.000860668037639698,1
4660,directly.,-0.00032083637457001635,5
4661,he'll,-0.0010017049331630308,2
4662,take?,-0.000860668037639698,1
4663,golf,-0.0005477140221000809,2
4664,curse,-0.000860668037639698,1
4665,forests.,-0.000860668037639698,1
4666,action,-0.0003790611962611004,8
4667,late.,0.0001614626757670218,5
4668,harms,-0.00014139931058404425,3
4669,advocate,-0.00013538643132426388,5
4670,strict,2.427480855607832e-06,6
4671,punishment.,-0.0002601191282368139,4
4672,job.,-0.00016504390269223753,8
4673,defenseless,-1.985250923802423e-05,7
4674,happen!,-7.949336360616145e-05,5
4675,"cars,",-0.00014139931058404425,3
4676,charges,-4.487180555501432e-05,7
4677,leveled,-0.00014139931058404425,3
4678,case!,-0.00014139931058404425,3
4679,capability,-6.548354984564259e-05,2
4680,wondered,-0.00010193199158265999,4
4681,teach,0.0005770664837641723,6
4682,indian,0.00034472909822903195,3
4683,teaching,-0.00021662260420296462,3
4684,caring,0.00017009101300383616,4
4685,beneficial,0.000217941875350031,1
4686,helpless.,-0.0002785916612776873,1
4687,needlessly,-0.00035822582672428397,2
4688,invading,0.0006424669956716074,4
4689,could've,0.00038898522987450534,3
4690,surprising.,-0.00043337094138450993,2
4691,initially,-0.00034946166337931575,3
4692,ecological,-0.00014376638122731337,2
4693,contained.,-0.0010476723250076247,1
4694,worrisome,-0.0009189894282242979,2
4695,struggling,0.00017815908379491122,6
4696,anywhere.,-1.3808416995667936e-05,4
4697,transportation,-0.0008404512533717127,3
4698,anything.,-0.000983771883732361,6
4699,bikes.,-0.0010476723250076247,1
4700,healthcare,-0.0006756702840029207,3
4701,encountered,-0.0010452592792777674,1
4702,"yet,",-0.0010815098215419363,6
4703,embarrassing,-0.0010452592792777674,2
4704,er,-0.0010452592792777674,1
4705,"thing,",-0.0005813135875156755,5
